year,Season_type,RANK,PLAYER,"['TEAM', 'GP', 'MIN', 'FGM', 'FGA', 'FG_PCT', 'FG3M', 'FG3A', 'FG3_PCT', 'FTM', 'FTA', 'FT_PCT', 'OREB', 'DREB', 'REB', 'AST', 'STL', 'BLK', 'TOV', 'PF', 'PTS', 'AST_TOV']"
2012-13,Playoffs,129,Sam Young,"['IND', '15', '130', '9', '24', '0.375', '2', '10', '0.2', '6', '8', '0.75', '11', '18', '29', '4', '4', '1', '7', '17', '26', '0.57']"
2012-13,Playoffs,132,Steve Nash,"['LAL', '2', '61', '10', '23', '0.435', '0', '3', '0.0', '5', '5', '1.0', '2', '3', '5', '9', '0', '0', '3', '2', '25', '3.0']"
2012-13,Playoffs,133,Anthony Tolliver,"['ATL', '6', '68', '8', '14', '0.571', '7', '11', '0.636', '1', '3', '0.333', '3', '6', '9', '1', '1', '1', '1', '7', '24', '1.0']"
2012-13,Playoffs,133,Festus Ezeli,"['GSW', '12', '134', '6', '13', '0.462', '0', '0', '0.0', '12', '21', '0.571', '13', '17', '30', '2', '3', '7', '12', '24', '24', '0.17']"
2012-13,Playoffs,133,Kendrick Perkins,"['OKC', '11', '210', '10', '38', '0.263', '0', '1', '0.0', '4', '4', '1.0', '15', '26', '41', '7', '8', '5', '23', '39', '24', '0.3']"
2012-13,Playoffs,136,DeAndre Jordan,"['LAC', '6', '144', '10', '22', '0.455', '0', '0', '0.0', '2', '9', '0.222', '15', '23', '38', '1', '1', '10', '9', '18', '22', '0.11']"
2012-13,Playoffs,137,Kosta Koufos,"['DEN', '6', '100', '7', '19', '0.368', '1', '1', '1.0', '5', '6', '0.833', '9', '12', '21', '3', '3', '4', '2', '13', '20', '1.5']"
2012-13,Playoffs,138,Evan Fournier,"['DEN', '4', '53', '6', '17', '0.353', '0', '8', '0.0', '7', '8', '0.875', '0', '0', '0', '4', '2', '0', '6', '6', '19', '0.67']"
2012-13,Playoffs,139,Greg Smith,"['HOU', '5', '59', '6', '9', '0.667', '0', '0', '0.0', '6', '12', '0.5', '7', '6', '13', '0', '2', '2', '4', '9', '18', '0.0']"
2012-13,Playoffs,139,Jordan Crawford,"['BOS', '5', '59', '7', '23', '0.304', '3', '12', '0.25', '1', '2', '0.5', '0', '3', '3', '0', '2', '0', '3', '3', '18', '0.0']"
2012-13,Playoffs,139,Metta World Peace,"['LAL', '3', '84', '7', '28', '0.25', '2', '14', '0.143', '2', '2', '1.0', '6', '5', '11', '5', '2', '1', '3', '5', '18', '1.67']"
2012-13,Playoffs,139,Steve Novak,"['NYK', '9', '50', '7', '13', '0.538', '4', '9', '0.444', '0', '0', '0.0', '2', '2', '4', '0', '1', '0', '0', '5', '18', '0.0']"
2012-13,Playoffs,143,Rashard Lewis,"['MIA', '11', '47', '8', '20', '0.4', '0', '4', '0.0', '1', '2', '0.5', '1', '6', '7', '4', '2', '2', '6', '5', '17', '0.67']"
2012-13,Playoffs,144,Jeff Ayres,"['IND', '9', '71', '8', '24', '0.333', '0', '1', '0.0', '0', '0', '0.0', '4', '14', '18', '1', '0', '2', '3', '14', '16', '0.33']"
2012-13,Playoffs,144,Jeremy Lin,"['HOU', '4', '84', '6', '24', '0.25', '2', '12', '0.167', '2', '2', '1.0', '0', '8', '8', '8', '2', '1', '8', '9', '16', '1.0']"
2012-13,Playoffs,144,Ronny Turiaf,"['LAC', '5', '59', '7', '10', '0.7', '0', '0', '0.0', '2', '4', '0.5', '4', '4', '8', '0', '1', '3', '2', '14', '16', '0.0']"
2012-13,Playoffs,147,Amar'e Stoudemire,"['NYK', '4', '33', '5', '13', '0.385', '1', '1', '1.0', '4', '4', '1.0', '4', '5', '9', '0', '0', '0', '3', '9', '15', '0.0']"
2012-13,Playoffs,148,Earl Clark,"['LAL', '4', '82', '7', '19', '0.368', '0', '4', '0.0', '0', '0', '0.0', '2', '10', '12', '1', '1', '1', '6', '4', '14', '0.17']"
2012-13,Playoffs,149,Ed Davis,"['MEM', '8', '48', '5', '12', '0.417', '0', '0', '0.0', '3', '4', '0.75', '4', '7', '11', '0', '0', '1', '2', '7', '13', '0.0']"
2012-13,Playoffs,149,Mike Scott,"['ATL', '4', '20', '5', '10', '0.5', '0', '1', '0.0', '3', '4', '0.75', '1', '6', '7', '1', '0', '0', '0', '2', '13', '0.0']"
2012-13,Playoffs,149,Richard Jefferson,"['GSW', '7', '39', '4', '9', '0.444', '2', '3', '0.667', '3', '9', '0.333', '2', '5', '7', '1', '1', '1', '0', '5', '13', '0.0']"
2012-13,Playoffs,152,Marquis Daniels,"['MIL', '3', '33', '6', '11', '0.545', '0', '2', '0.0', '0', '0', '0.0', '0', '4', '4', '4', '1', '0', '1', '3', '12', '4.0']"
2012-13,Playoffs,152,Patty Mills,"['SAS', '9', '31', '5', '10', '0.5', '2', '7', '0.286', '0', '0', '0.0', '1', '2', '3', '2', '0', '0', '1', '2', '12', '2.0']"
2012-13,Playoffs,154,Chris Duhon,"['LAL', '2', '68', '4', '11', '0.364', '3', '8', '0.375', '0', '0', '0.0', '1', '2', '3', '7', '2', '1', '5', '4', '11', '1.4']"
2012-13,Playoffs,154,Jason Kidd,"['NYK', '12', '247', '3', '25', '0.12', '3', '17', '0.176', '2', '2', '1.0', '7', '35', '42', '24', '12', '4', '13', '12', '11', '1.85']"
2012-13,Playoffs,154,Ryan Hollins,"['LAC', '5', '37', '5', '9', '0.556', '0', '0', '0.0', '1', '2', '0.5', '3', '2', '5', '2', '0', '2', '2', '10', '11', '1.0']"
2012-13,Playoffs,157,Jordan Hill,"['LAL', '3', '31', '5', '10', '0.5', '0', '0', '0.0', '0', '0', '0.0', '2', '9', '11', '1', '0', '2', '0', '2', '10', '0.0']"
2012-13,Playoffs,157,Marquis Teague,"['CHI', '8', '72', '5', '17', '0.294', '0', '5', '0.0', '0', '0', '0.0', '0', '3', '3', '12', '2', '1', '2', '10', '10', '6.0']"
2012-13,Playoffs,157,Orlando Johnson,"['IND', '12', '28', '2', '11', '0.182', '1', '3', '0.333', '5', '9', '0.556', '0', '3', '3', '1', '0', '0', '1', '0', '10', '1.0']"
2012-13,Playoffs,157,Shelvin Mack,"['ATL', '4', '22', '4', '9', '0.444', '2', '5', '0.4', '0', '0', '0.0', '3', '4', '7', '7', '0', '0', '0', '0', '10', '0.0']"
2012-13,Playoffs,161,DeShawn Stevenson,"['ATL', '4', '45', '3', '5', '0.6', '3', '5', '0.6', '0', '0', '0.0', '3', '7', '10', '1', '0', '0', '2', '5', '9', '0.5']"
2012-13,Playoffs,161,James Jones,"['MIA', '9', '33', '3', '7', '0.429', '3', '4', '0.75', '0', '0', '0.0', '0', '3', '3', '0', '0', '1', '2', '3', '9', '0.0']"
2012-13,Playoffs,161,Vladimir Radmanovic,"['CHI', '1', '10', '3', '3', '1.0', '3', '3', '1.0', '0', '0', '0.0', '0', '0', '0', '1', '2', '0', '1', '1', '9', '1.0']"
2012-13,Playoffs,164,Aron Baynes,"['SAS', '4', '23', '4', '7', '0.571', '0', '0', '0.0', '0', '0', '0.0', '2', '3', '5', '0', '0', '0', '1', '4', '8', '0.0']"
2012-13,Playoffs,164,DeAndre Liggins,"['OKC', '8', '68', '3', '9', '0.333', '1', '5', '0.2', '1', '4', '0.25', '0', '14', '14', '4', '1', '1', '2', '10', '8', '2.0']"
2012-13,Playoffs,164,Ekpe Udoh,"['MIL', '4', '54', '4', '9', '0.444', '0', '0', '0.0', '0', '0', '0.0', '3', '3', '6', '1', '2', '2', '0', '4', '8', '0.0']"
2012-13,Playoffs,164,MarShon Brooks,"['BKN', '7', '40', '3', '8', '0.375', '0', '1', '0.0', '2', '2', '1.0', '1', '4', '5', '3', '0', '0', '3', '3', '8', '1.0']"
2012-13,Playoffs,164,Terrence Jones,"['HOU', '2', '35', '4', '10', '0.4', '0', '2', '0.0', '0', '3', '0.0', '5', '10', '15', '1', '0', '1', '1', '2', '8', '1.0']"
2012-13,Playoffs,164,Tony Wroten,"['MEM', '6', '17', '2', '11', '0.182', '0', '2', '0.0', '4', '4', '1.0', '1', '3', '4', '2', '1', '0', '2', '1', '8', '1.0']"
2012-13,Playoffs,170,Austin Daye,"['MEM', '4', '20', '3', '8', '0.375', '0', '1', '0.0', '1', '1', '1.0', '0', '1', '1', '0', '0', '1', '1', '2', '7', '0.0']"
2012-13,Playoffs,171,Courtney Lee,"['BOS', '4', '39', '1', '5', '0.2', '0', '2', '0.0', '4', '4', '1.0', '0', '2', '2', '1', '2', '0', '0', '3', '6', '0.0']"
2012-13,Playoffs,171,Joel Anthony,"['MIA', '14', '71', '3', '10', '0.3', '0', '0', '0.0', '0', '0', '0.0', '10', '11', '21', '0', '2', '4', '3', '13', '6', '0.0']"
2012-13,Playoffs,171,John Henson,"['MIL', '4', '33', '3', '11', '0.273', '0', '1', '0.0', '0', '0', '0.0', '0', '8', '8', '1', '2', '0', '2', '5', '6', '0.5']"
2012-13,Playoffs,171,Quentin Richardson,"['NYK', '5', '14', '2', '6', '0.333', '2', '5', '0.4', '0', '0', '0.0', '1', '2', '3', '0', '0', '0', '0', '2', '6', '0.0']"
2012-13,Playoffs,171,Willie Green,"['LAC', '3', '20', '2', '3', '0.667', '0', '1', '0.0', '2', '2', '1.0', '0', '3', '3', '2', '1', '0', '0', '0', '6', '0.0']"
2012-13,Playoffs,176,Donatas Motiejunas,"['HOU', '1', '5', '2', '2', '1.0', '0', '0', '0.0', '1', '1', '1.0', '1', '0', '1', '0', '0', '0', '0', '0', '5', '0.0']"
2012-13,Playoffs,176,Jerry Stackhouse,"['BKN', '4', '28', '1', '10', '0.1', '0', '7', '0.0', '3', '4', '0.75', '1', '3', '4', '0', '0', '0', '2', '2', '5', '0.0']"
2012-13,Playoffs,176,Terrence Williams,"['BOS', '5', '48', '2', '10', '0.2', '0', '3', '0.0', '1', '2', '0.5', '1', '9', '10', '6', '0', '1', '4', '3', '5', '1.5']"
2012-13,Playoffs,179,Dahntay Jones,"['ATL', '5', '19', '1', '4', '0.25', '0', '0', '0.0', '2', '2', '1.0', '0', '1', '1', '0', '0', '0', '1', '1', '4', '0.0']"
2012-13,Playoffs,179,Grant Hill,"['LAC', '1', '20', '2', '4', '0.5', '0', '0', '0.0', '0', '0', '0.0', '2', '2', '4', '2', '0', '0', '1', '5', '4', '2.0']"
2012-13,Playoffs,179,Gustavo Ayon,"['MIL', '3', '7', '2', '4', '0.5', '0', '0', '0.0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '4', '0.0']"
2012-13,Playoffs,179,James White,"['NYK', '4', '9', '2', '4', '0.5', '0', '2', '0.0', '0', '0', '0.0', '1', '1', '2', '0', '0', '0', '0', '1', '4', '0.0']"
2012-13,Playoffs,179,Jodie Meeks,"['LAL', '1', '20', '1', '4', '0.25', '0', '2', '0.0', '2', '2', '1.0', '1', '1', '2', '0', '1', '0', '2', '2', '4', '0.0']"
2012-13,Playoffs,179,Nando De Colo,"['SAS', '5', '14', '1', '4', '0.25', '0', '3', '0.0', '2', '2', '1.0', '2', '2', '4', '2', '0', '0', '0', '1', '4', '0.0']"
2012-13,Playoffs,185,Daequan Cook,"['CHI', '6', '36', '1', '10', '0.1', '1', '8', '0.125', '0', '0', '0.0', '0', '3', '3', '4', '1', '0', '4', '6', '3', '1.0']"
2012-13,Playoffs,185,Malcolm Thomas,"['CHI', '3', '6', '1', '2', '0.5', '0', '0', '0.0', '1', '5', '0.2', '4', '0', '4', '0', '0', '0', '0', '0', '3', '0.0']"
2012-13,Playoffs,185,Scott Machado,"['GSW', '5', '8', '1', '2', '0.5', '0', '0', '0.0', '1', '2', '0.5', '0', '1', '1', '1', '0', '0', '1', '1', '3', '1.0']"
2012-13,Playoffs,188,Hasheem Thabeet,"['OKC', '4', '26', '1', '2', '0.5', '0', '0', '0.0', '0', '0', '0.0', '1', '5', '6', '0', '1', '0', '2', '7', '2', '0.0']"
2012-13,Playoffs,188,James Anderson,"['HOU', '2', '18', '1', '5', '0.2', '0', '3', '0.0', '0', '0', '0.0', '1', '3', '4', '0', '0', '0', '0', '2', '2', '0.0']"
2012-13,Playoffs,188,Jon Leuer,"['MEM', '5', '11', '1', '2', '0.5', '0', '0', '0.0', '0', '0', '0.0', '2', '1', '3', '0', '1', '1', '0', '1', '2', '0.0']"
2012-13,Playoffs,188,Julyan Stone,"['DEN', '2', '13', '0', '0', '0.0', '0', '0', '0.0', '2', '2', '1.0', '0', '0', '0', '1', '0', '0', '0', '3', '2', '0.0']"
2012-13,Playoffs,188,Kent Bazemore,"['GSW', '9', '16', '1', '8', '0.125', '0', '1', '0.0', '0', '4', '0.0', '1', '4', '5', '2', '1', '0', '2', '3', '2', '1.0']"
2012-13,Playoffs,188,Marcus Camby,"['NYK', '3', '3', '1', '1', '1.0', '0', '0', '0.0', '0', '0', '0.0', '1', '1', '2', '0', '0', '0', '1', '1', '2', '0.0']"
2012-13,Playoffs,194,Samuel Dalembert,"['MIL', '1', '9', '0', '2', '0.0', '0', '0', '0.0', '1', '4', '0.25', '1', '2', '3', '0', '1', '0', '2', '3', '1', '0.0']"
2012-13,Playoffs,195,Andris Biedrins,"['GSW', '3', '17', '0', '0', '0.0', '0', '0', '0.0', '0', '0', '0.0', '2', '5', '7', '1', '0', '2', '1', '6', '0', '1.0']"
2012-13,Playoffs,195,Ben Hansbrough,"['IND', '6', '22', '0', '5', '0.0', '0', '3', '0.0', '0', '0', '0.0', '1', '2', '3', '3', '0', '1', '2', '2', '0', '1.5']"
2012-13,Playoffs,195,Chris Wilcox,"['BOS', '2', '6', '0', '0', '0.0', '0', '0', '0.0', '0', '0', '0.0', '0', '2', '2', '0', '0', '0', '0', '0', '0', '0.0']"
2012-13,Playoffs,195,Dwayne Jones,"['GSW', '2', '2', '0', '0', '0.0', '0', '0', '0.0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0']"
2012-13,Playoffs,195,Ish Smith,"['MIL', '4', '11', '0', '1', '0.0', '0', '0', '0.0', '0', '0', '0.0', '0', '1', '1', '3', '0', '0', '1', '1', '0', '3.0']"
2012-13,Playoffs,195,John Jenkins,"['ATL', '4', '24', '0', '3', '0.0', '0', '1', '0.0', '0', '0', '0.0', '0', '2', '2', '3', '0', '0', '2', '2', '0', '1.5']"
2012-13,Playoffs,195,Jordan Hamilton,"['DEN', '1', '2', '0', '1', '0.0', '0', '0', '0.0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0']"
2012-13,Playoffs,195,Keith Bogans,"['BKN', '2', '23', '0', '1', '0.0', '0', '1', '0.0', '0', '0', '0.0', '0', '2', '2', '2', '0', '0', '1', '3', '0', '2.0']"
2012-13,Playoffs,195,Mirza Teletovic,"['BKN', '1', '1', '0', '0', '0.0', '0', '0', '0.0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0']"
2012-13,Playoffs,195,Perry Jones III,"['OKC', '1', '5', '0', '1', '0.0', '0', '0', '0.0', '0', '0', '0.0', '0', '1', '1', '0', '0', '0', '0', '0', '0', '0.0']"
2012-13,Playoffs,195,Robert Sacre,"['LAL', '2', '4', '0', '1', '0.0', '0', '0', '0.0', '0', '0', '0.0', '0', '2', '2', '0', '1', '0', '0', '0', '0', '0.0']"
2012-13,Playoffs,195,Ronnie Brewer,"['OKC', '1', '8', '0', '0', '0.0', '0', '0', '0.0', '0', '0', '0.0', '0', '1', '1', '0', '0', '0', '0', '1', '0', '0.0']"
2012-13,Playoffs,195,Shavlik Randolph,"['BOS', '1', '3', '0', '0', '0.0', '0', '0', '0.0', '0', '0', '0.0', '0', '3', '3', '0', '0', '0', '0', '1', '0', '0.0']"
2012-13,Playoffs,195,Tracy McGrady,"['SAS', '6', '31', '0', '7', '0.0', '0', '3', '0.0', '0', '0', '0.0', '1', '7', '8', '7', '2', '3', '2', '1', '0', '3.5']"
2012-13,Playoffs,195,Tyshawn Taylor,"['BKN', '2', '2', '0', '1', '0.0', '0', '0', '0.0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0']"
2013-14,Playoffs,1,Kevin Durant,"['OKC', '19', '815', '194', '422', '0.46', '43', '125', '0.344', '132', '163', '0.81', '25', '145', '170', '75', '19', '25', '72', '41', '563', '1.04']"
2013-14,Playoffs,2,LeBron James,"['MIA', '20', '763', '192', '340', '0.565', '35', '86', '0.407', '129', '160', '0.806', '14', '127', '141', '95', '36', '11', '61', '46', '548', '1.56']"
2013-14,Playoffs,3,Russell Westbrook,"['OKC', '19', '735', '167', '398', '0.42', '28', '100', '0.28', '145', '164', '0.884', '45', '93', '138', '153', '41', '6', '83', '62', '507', '1.84']"
2013-14,Playoffs,4,Paul George,"['IND', '19', '781', '138', '315', '0.438', '52', '129', '0.403', '101', '128', '0.789', '13', '132', '145', '73', '41', '7', '49', '56', '429', '1.49']"
2013-14,Playoffs,5,Tony Parker,"['SAS', '23', '719', '168', '346', '0.486', '13', '35', '0.371', '51', '70', '0.729', '5', '40', '45', '111', '15', '2', '62', '37', '400', '1.79']"
2013-14,Playoffs,6,Tim Duncan,"['SAS', '23', '752', '149', '285', '0.523', '0', '2', '0.0', '76', '100', '0.76', '65', '146', '211', '45', '7', '29', '26', '52', '374', '1.73']"
2013-14,Playoffs,7,Dwyane Wade,"['MIA', '20', '693', '139', '278', '0.5', '9', '24', '0.375', '69', '90', '0.767', '16', '61', '77', '77', '30', '5', '54', '55', '356', '1.43']"
2013-14,Playoffs,8,Manu Ginobili,"['SAS', '23', '586', '104', '237', '0.439', '41', '105', '0.39', '81', '94', '0.862', '9', '66', '75', '95', '36', '2', '52', '60', '330', '1.83']"
2013-14,Playoffs,9,Kawhi Leonard,"['SAS', '23', '736', '122', '239', '0.51', '31', '74', '0.419', '53', '72', '0.736', '31', '124', '155', '38', '39', '14', '29', '66', '328', '1.31']"
2013-14,Playoffs,10,Blake Griffin,"['LAC', '13', '478', '117', '234', '0.5', '1', '7', '0.143', '71', '96', '0.74', '35', '61', '96', '50', '16', '14', '31', '54', '306', '1.61']"
2013-14,Playoffs,11,Chris Bosh,"['MIA', '20', '686', '116', '229', '0.507', '30', '74', '0.405', '36', '48', '0.75', '24', '88', '112', '21', '17', '20', '14', '51', '298', '1.5']"
2013-14,Playoffs,12,LaMarcus Aldridge,"['POR', '11', '441', '113', '250', '0.452', '2', '3', '0.667', '60', '75', '0.8', '30', '87', '117', '16', '7', '18', '19', '40', '288', '0.84']"
2013-14,Playoffs,13,David West,"['IND', '19', '687', '121', '245', '0.494', '2', '10', '0.2', '43', '61', '0.705', '24', '104', '128', '75', '14', '15', '43', '57', '287', '1.74']"
2013-14,Playoffs,14,Lance Stephenson,"['IND', '19', '705', '100', '220', '0.455', '24', '67', '0.358', '35', '49', '0.714', '24', '107', '131', '80', '16', '4', '46', '55', '259', '1.74']"
2013-14,Playoffs,15,Chris Paul,"['LAC', '13', '472', '92', '197', '0.467', '32', '70', '0.457', '41', '53', '0.774', '12', '43', '55', '134', '37', '0', '39', '50', '257', '3.44']"
2013-14,Playoffs,16,Joe Johnson,"['BKN', '12', '469', '98', '184', '0.533', '22', '53', '0.415', '36', '43', '0.837', '9', '37', '46', '35', '6', '3', '19', '20', '254', '1.84']"
2013-14,Playoffs,17,Damian Lillard,"['POR', '11', '466', '83', '189', '0.439', '27', '70', '0.386', '59', '66', '0.894', '12', '44', '56', '72', '11', '1', '30', '29', '252', '2.4']"
2013-14,Playoffs,18,George Hill,"['IND', '19', '687', '79', '178', '0.444', '28', '77', '0.364', '44', '61', '0.721', '14', '58', '72', '57', '23', '4', '28', '43', '230', '2.04']"
2013-14,Playoffs,19,Danny Green,"['SAS', '23', '529', '78', '159', '0.491', '48', '101', '0.475', '9', '11', '0.818', '9', '60', '69', '21', '32', '17', '20', '50', '213', '1.05']"
2013-14,Playoffs,20,Boris Diaw,"['SAS', '23', '604', '80', '160', '0.5', '18', '45', '0.4', '33', '48', '0.688', '25', '86', '111', '78', '14', '3', '29', '44', '211', '2.69']"
2013-14,Playoffs,20,Bradley Beal,"['WAS', '11', '458', '75', '177', '0.424', '22', '53', '0.415', '39', '49', '0.796', '15', '40', '55', '50', '18', '7', '23', '31', '211', '2.17']"
2013-14,Playoffs,22,Reggie Jackson,"['OKC', '19', '531', '75', '161', '0.466', '21', '53', '0.396', '39', '44', '0.886', '13', '59', '72', '46', '5', '4', '38', '49', '210', '1.21']"
2013-14,Playoffs,23,Serge Ibaka,"['OKC', '17', '581', '87', '147', '0.592', '5', '13', '0.385', '26', '34', '0.765', '31', '85', '116', '12', '11', '42', '20', '54', '205', '0.6']"
2013-14,Playoffs,24,Jamal Crawford,"['LAC', '13', '313', '68', '171', '0.398', '27', '79', '0.342', '39', '44', '0.886', '5', '14', '19', '26', '12', '2', '15', '24', '202', '1.73']"
2013-14,Playoffs,25,Ray Allen,"['MIA', '20', '527', '59', '143', '0.413', '33', '85', '0.388', '34', '37', '0.919', '13', '54', '67', '32', '14', '4', '24', '41', '185', '1.33']"
2013-14,Playoffs,26,John Wall,"['WAS', '11', '420', '60', '164', '0.366', '7', '32', '0.219', '52', '68', '0.765', '5', '39', '44', '78', '18', '8', '36', '29', '179', '2.17']"
2013-14,Playoffs,27,Roy Hibbert,"['IND', '19', '542', '66', '147', '0.449', '0', '1', '0.0', '44', '57', '0.772', '43', '61', '104', '17', '4', '26', '25', '62', '176', '0.68']"
2013-14,Playoffs,28,Deron Williams,"['BKN', '12', '428', '60', '152', '0.395', '18', '53', '0.34', '36', '45', '0.8', '7', '31', '38', '70', '13', '2', '27', '31', '174', '2.59']"
2013-14,Playoffs,29,JJ Redick,"['LAC', '13', '351', '61', '133', '0.459', '26', '65', '0.4', '25', '26', '0.962', '4', '18', '22', '19', '11', '0', '13', '23', '173', '1.46']"
2013-14,Playoffs,29,Tiago Splitter,"['SAS', '23', '516', '61', '100', '0.61', '0', '1', '0.0', '51', '71', '0.718', '45', '95', '140', '46', '16', '11', '18', '53', '173', '2.56']"
2013-14,Playoffs,31,Patty Mills,"['SAS', '23', '351', '63', '141', '0.447', '32', '79', '0.405', '10', '13', '0.769', '3', '32', '35', '33', '17', '1', '14', '31', '168', '2.36']"
2013-14,Playoffs,32,DeMar DeRozan,"['TOR', '7', '282', '45', '117', '0.385', '6', '18', '0.333', '71', '79', '0.899', '3', '26', '29', '25', '8', '2', '18', '23', '167', '1.39']"
2013-14,Playoffs,32,Nicolas Batum,"['POR', '11', '459', '67', '142', '0.472', '21', '60', '0.35', '12', '15', '0.8', '10', '74', '84', '53', '15', '5', '28', '21', '167', '1.89']"
2013-14,Playoffs,34,Paul Pierce,"['BKN', '12', '368', '60', '129', '0.465', '19', '53', '0.358', '25', '32', '0.781', '4', '50', '54', '24', '14', '4', '20', '44', '164', '1.2']"
2013-14,Playoffs,35,James Harden,"['HOU', '6', '263', '50', '133', '0.376', '16', '54', '0.296', '45', '50', '0.9', '5', '23', '28', '35', '12', '1', '21', '21', '161', '1.67']"
2013-14,Playoffs,35,Stephen Curry,"['GSW', '7', '296', '51', '116', '0.44', '22', '57', '0.386', '37', '42', '0.881', '4', '21', '25', '59', '12', '1', '26', '18', '161', '2.27']"
2013-14,Playoffs,37,Wesley Matthews,"['POR', '11', '426', '56', '136', '0.412', '22', '68', '0.324', '26', '32', '0.813', '7', '36', '43', '14', '14', '5', '22', '45', '160', '0.64']"
2013-14,Playoffs,38,Dwight Howard,"['HOU', '6', '231', '58', '106', '0.547', '0', '0', '0.0', '40', '64', '0.625', '27', '55', '82', '11', '4', '17', '19', '25', '156', '0.58']"
2013-14,Playoffs,39,Trevor Ariza,"['WAS', '11', '407', '52', '108', '0.481', '25', '56', '0.446', '21', '27', '0.778', '21', '77', '98', '19', '17', '4', '14', '26', '150', '1.36']"
2013-14,Playoffs,40,Kyle Lowry,"['TOR', '7', '271', '44', '109', '0.404', '17', '43', '0.395', '43', '49', '0.878', '9', '24', '33', '33', '6', '0', '20', '27', '148', '1.65']"
2013-14,Playoffs,41,Marcin Gortat,"['WAS', '11', '382', '58', '118', '0.492', '0', '0', '0.0', '27', '41', '0.659', '36', '73', '109', '16', '5', '14', '20', '22', '143', '0.8']"
2013-14,Playoffs,41,Monta Ellis,"['DAL', '7', '249', '52', '127', '0.409', '12', '34', '0.353', '27', '31', '0.871', '6', '11', '17', '20', '9', '1', '15', '19', '143', '1.33']"
2013-14,Playoffs,43,Nene,"['WAS', '10', '325', '64', '138', '0.464', '0', '0', '0.0', '9', '26', '0.346', '8', '45', '53', '26', '9', '11', '17', '36', '137', '1.53']"
2013-14,Playoffs,44,Paul Millsap,"['ATL', '7', '267', '41', '103', '0.398', '9', '27', '0.333', '45', '56', '0.804', '21', '55', '76', '20', '10', '13', '20', '25', '136', '1.0']"
2013-14,Playoffs,45,Jeff Teague,"['ATL', '7', '242', '44', '112', '0.393', '9', '27', '0.333', '38', '40', '0.95', '5', '21', '26', '35', '7', '4', '21', '15', '135', '1.67']"
2013-14,Playoffs,46,Dirk Nowitzki,"['DAL', '7', '263', '54', '126', '0.429', '1', '12', '0.083', '25', '31', '0.806', '5', '51', '56', '11', '6', '6', '15', '20', '134', '0.73']"
2013-14,Playoffs,47,Mario Chalmers,"['MIA', '20', '535', '47', '111', '0.423', '15', '43', '0.349', '19', '25', '0.76', '2', '44', '46', '72', '19', '6', '30', '48', '128', '2.4']"
2013-14,Playoffs,48,DeAndre Jordan,"['LAC', '13', '442', '46', '63', '0.73', '0', '0', '0.0', '33', '76', '0.434', '43', '120', '163', '10', '12', '33', '23', '45', '125', '0.43']"
2013-14,Playoffs,48,Marco Belinelli,"['SAS', '23', '356', '44', '99', '0.444', '16', '38', '0.421', '21', '22', '0.955', '4', '48', '52', '19', '3', '0', '12', '23', '125', '1.58']"
2013-14,Playoffs,50,Matt Barnes,"['LAC', '13', '404', '45', '107', '0.421', '19', '60', '0.317', '13', '19', '0.684', '22', '36', '58', '23', '12', '3', '17', '41', '122', '1.35']"
